5.4, 12.2011
7.1, 10.2007
6, 17.2012
6.2, 36
4.8, 16.3
5.5, 13.8981
4.6, 27.5994
6.8, 12.7017
7.6, 20.9
6.5, 13.7032
4.2, 21.9114
6.2, 21.2993
9.4, 14.6992
5.8, 17.5001
5.5, 23.1963
6.3, 20.3993
6.1, 10.6012
5.1, 20.4003
10.6, 13.9997
3.7, 12.0999
4.3, 35.5994
5.7, 24.0002
4.1, 14.6979
5.6, 40.5
5.8, 21.7001
6.1, 41.8
7.7, 24.201
5, 38.7999
5.2, 47.9993
5.5, 52.1998
3.1, 12.9998
6.2, 17.3997
2.8, 11.994
3.6, 13.3043
6.4, 8.39562
5, 11.7004
7.5, 61.4
5.4, 21.399
3.4, 17.0948
6.1, 14.9024
6, 20.1999
4.8, 16.8001
5.1, 18.8998
4.3, 18.3013
4.3, 16.397
5.3, 35.9
6.2, 11.0994
7.2, 26.2999
6, 16.0973
6.2, 12.7011
6.1, 17.2001
5.1, 14.9974
4.6, 15.9997
3.3, 31.1828
3.7, 19.2994
5.3, 14.0023
5, 17.3996
5.9, 11.6003
7.4, 32.7999
6.2, 19.0029
5.7, 20.3993
6, 19.2998
5.3, 23.4999
5.1, 10.8994
5.2, 21.9978
9.3, 14.2015
6.1, 18.8003
7, 15.0006
6.3, 37.0999
6.2, 26.8999
4.9, 10.1999
6.6, 16.6927
4.3, 23.802
7.6, 10.3998
6, 18.3003
6.9, 12.7994
6.1, 15.001
4.6, 21.7003
6.5, 38.8001
3.5, 19.9977
4.9, 32.8977
4.1, 11.3984
6.8, 12.4019
6.2, 71.7
5, 14.6006
6.1, 24.7059
4.7, 16.7005
5.7, 31.7881
7.1, 24.8998
4.7, 19.5016
6, 19.3005
6.2, 21.6978
6.5, 12.2016
5.7, 12.5999
5.4, 17.8016
5.7, 9.69871
7.3, 14.0997
6.4, 21.6012
5.5, 21.2932
4.3, 28.1999
8.4, 7.69792
6.1, 24.2002
5.6, 14.1998
7, 15.9996
6.1, 13.0992
4.6, 16.6034
6.1, 17.1004
4.3, 19.9006
6.5, 16.6849
6.2, 18.5993
6, 20.9008
3.9, 20.4017
6.6, 9.69984
6.6, 17.2016
6.9, 12.1
9.4, 11.0999
6.3, 9.99889
5.1, 10.9063
5.2, 20.8979
5.6, 27.7001
5.2, 19.0006
5.2, 13.0947
6.7, 26.8001
6, 35.7
5.1, 17.501
4.1, 21.8983
5.3, 11.5988
6, 15.8377
7.3, 26.8
4.5, 11.9945
6.9, 19.808
5.7, 13.4005
5.3, 11.4995
5.4, 26.2024
3.9, 39.0998
7, 11.1981
6.2, 14.7006
6, 16.2006
7.2, 17.0999
5.3, 17.7004
6.4, 13.2999
6.6, 26.5006
6.9, 18.2983
5.7, 16.903
6.4, 15.9
6.1, 16.2997
5.9, 11.897
6.6, 12.0023
3.8, 20.206
4.4, 16.499
6.1, 21.1001
5.2, 18.2004
4.4, 28.5018
5.8, 24.1091
8.4, 18.5976
7.3, 16.0987
5.4, 18.2999
5.8, 37.5998
6.8, 15.0008
5.5, 17.9001
5.1, 21.9001
8.2, 16.9943
4.5, 27.2017
6.3, 21.2995
8, 16.3986
5, 12.5996
6.7, 12.2997
4.4, 25.0003
5.9, 8.20071
4.7, 27.9993
6.4, 10.7999
8.7, 21.6999
4.9, 14.3994
7.8, 26.9008
7.7, 9.7973
5.7, 13.4021
9.6, 15.8892
4.7, 32.3007
10.2, 11.6054
3.7, 8.79218
7.2, 28.6999
5.7, 18.8006
6.1, 16
6.8, 20.3007
3.9, 10.7997
5.2, 9.89634
4.1, 50
5.1, 10.3004
7.2, 28.8998
4.2, 24.8987
5.2, 45.9
6.8, 21.3002
6.2, 19.7996
5.9, 22.3
4.4, 30.3003
6.3, 32.1
6.1, 12.8021
6, 24.1998
4.4, 10.5988
11.1, 11.7025
7.2, 26.3
5.3, 12.099
7.2, 22.5002
6.3, 11.0983
10.3, 15.5022
6.5, 21.1987
6.1, 17.5931
5.8, 21.6426
8.6, 17.301
6.1, 25.3
6.1, 9.7976
5.1, 10.5
5.2, 44.6979
8.7, 15.8936
8.3, 16.0714
8.2, 17.0011
5.5, 18.4002
4, 26.8036
4, 14.7019
5.4, 14.8964
3.9, 9.30299
6.1, 12.1
5.1, 20.8004
5.6, 30.4994
3.2, 24.1061
7.5, 21.2005
6, 10.9004
4.5, 17.8983
4.5, 19.0978
4.9, 21.099
8.9, 26
6, 15.3995
5.6, 20.3004
5.7, 19.3005
6.6, 40.9998
7.2, 30.4004
6, 47.2999
5.6, 13.8053
5.7, 8.50131
5.4, 32.0552
5.4, 15.3993
7.4, 25.1999
3.8, 24.9003
6.3, 20.9023
5, 58.3
5.1, 15.4021
6.8, 22.0011
5.7, 15.8021
6.5, 18.9997
6.5, 20.696
7.1, 17.6014
8.6, 21.2004
5.8, 16.3008
